Год,Health,Housing Quality,Leisure Time,Life,Living Condition,Professional Wellbeing,Financial Situation
2020,7,7,8,8,8,89,5
2020,7,7,8,8,8,89,8
2020,7,7,8,8,9,4,5
2020,7,7,8,8,9,7,7
2020,7,7,8,8,9,8,4
2020,7,7,8,8,9,8,8
2020,7,7,8,8,9,9,8
2020,7,7,8,8,9,10,6
2020,7,7,8,8,9,10,8
2020,7,7,8,8,9,89,7
2020,7,7,8,8,10,3,5
2020,7,7,8,8,10,9,5
2020,7,7,8,9,3,6,6
2020,7,7,8,9,3,7,7
2020,7,7,8,9,4,9,8
2020,7,7,8,9,5,8,8
2020,7,7,8,9,6,8,9
2020,7,7,8,9,7,7,4
2020,7,7,8,9,7,7,8
2020,7,7,8,9,7,8,8
2020,7,7,8,9,7,89,8
2020,7,7,8,9,8,3,89
2020,7,7,8,9,8,7,5
2020,7,7,8,9,8,7,9
2020,7,7,8,9,8,8,7
2020,7,7,8,9,8,8,9
2020,7,7,8,9,8,8,10
2020,7,7,8,9,8,9,5
2020,7,7,8,9,8,89,5
2020,7,7,8,9,9,6,10
2020,7,7,8,9,9,10,4
2020,7,7,8,10,3,9,10
2020,7,7,8,10,6,5,6
2020,7,7,8,10,6,7,7
2020,7,7,8,10,6,9,9
2020,7,7,8,10,6,10,8
2020,7,7,8,10,7,7,6
2020,7,7,8,10,7,7,7
2020,7,7,8,10,7,8,6
2020,7,7,8,10,7,89,8
2020,7,7,8,10,8,7,4
2020,7,7,8,10,8,7,6
2020,7,7,8,10,8,8,6
2020,7,7,8,10,8,9,5
2020,7,7,8,10,8,9,9
2020,7,7,8,10,8,9,10
2020,7,7,8,10,8,89,10
2020,7,7,8,10,9,10,4
2020,7,7,8,10,9,89,7
2020,7,7,8,10,10,89,7
2020,7,7,9,5,5,89,7
2020,7,7,9,5,6,89,6
2020,7,7,9,5,9,7,8
2020,7,7,9,5,9,7,9
2020,7,7,9,5,9,10,89
2020,7,7,9,6,4,8,8
2020,7,7,9,6,6,5,8
2020,7,7,9,6,7,5,4
2020,7,7,9,6,8,7,8
2020,7,7,9,6,8,10,9
2020,7,7,9,6,9,8,4
2020,7,7,9,6,9,10,6
2020,7,7,9,6,9,89,6
2020,7,7,9,7,4,10,6
2020,7,7,9,7,5,7,10
2020,7,7,9,7,7,4,9
2020,7,7,9,7,7,8,8
2020,7,7,9,7,7,10,9
2020,7,7,9,7,8,8,8
2020,7,7,9,7,8,10,9
2020,7,7,9,7,8,10,89
2020,7,7,9,7,9,8,6
2020,7,7,9,7,10,8,10
2020,7,7,9,7,10,9,5
2020,7,7,9,7,10,10,6
2020,7,7,9,7,10,10,7
2020,7,7,9,8,3,8,10
2020,7,7,9,8,7,7,8
2020,7,7,9,8,7,9,8
2020,7,7,9,8,8,6,6
2020,7,7,9,8,8,7,4
2020,7,7,9,8,8,8,6
2020,7,7,9,8,8,8,7
2020,7,7,9,8,8,8,8
2020,7,7,9,8,8,10,6
2020,7,7,9,8,8,10,7
2020,7,7,9,8,9,8,5
2020,7,7,9,8,10,8,5
2020,7,7,9,9,2,8,8
2020,7,7,9,9,5,7,5
2020,7,7,9,9,7,7,8
2020,7,7,9,9,8,4,6
2020,7,7,9,9,8,6,8
2020,7,7,9,9,8,8,7
2020,7,7,9,9,8,9,10
2020,7,7,9,9,8,10,4
2020,7,7,9,9,8,89,9
2020,7,7,9,9,9,6,10
2020,7,7,9,9,10,6,9
2020,7,7,9,10,7,8,4
2020,7,7,9,10,7,9,7
2020,7,7,9,10,7,10,6
2020,7,7,9,10,7,10,7
2020,7,7,9,10,7,89,7
2020,7,7,9,10,8,7,7
2020,7,7,9,10,9,9,8
2020,7,7,9,10,9,89,8
2020,7,7,9,10,10,9,4
2020,7,7,10,4,7,8,8
2020,7,7,10,5,5,9,89
2020,7,7,10,5,7,8,7
2020,7,7,10,5,7,8,10
2020,7,7,10,5,8,9,7
2020,7,7,10,5,9,9,5
2020,7,7,10,5,10,4,5
2020,7,7,10,6,7,7,8
2020,7,7,10,6,8,6,4
2020,7,7,10,6,8,9,6
2020,7,7,10,6,9,89,9
2020,7,7,10,7,6,6,89
2020,7,7,10,7,6,7,7
2020,7,7,10,7,7,5,7
2020,7,7,10,7,7,7,7
2020,7,7,10,7,7,8,6
2020,7,7,10,7,7,8,8
2020,7,7,10,7,7,9,6
2020,7,7,10,7,7,10,9
2020,7,7,10,7,8,7,6
2020,7,7,10,7,10,7,9
2020,7,7,10,8,6,6,5
2020,7,7,10,8,6,8,7
2020,7,7,10,8,7,9,8
2020,7,7,10,8,7,10,6
2020,7,7,10,8,8,9,6
2020,7,7,10,8,8,9,8
2020,7,7,10,8,8,10,4
2020,7,7,10,8,8,10,7
2020,7,7,10,8,8,89,7
2020,7,7,10,8,8,89,9
2020,7,7,10,8,9,6,9
2020,7,7,10,8,9,8,7
2020,7,7,10,8,9,9,6
2020,7,7,10,8,10,7,8
2020,7,7,10,8,10,9,4
2020,7,7,10,8,10,10,8
2020,7,7,10,9,7,9,7
2020,7,7,10,9,7,9,8
2020,7,7,10,9,8,5,9
2020,7,7,10,9,8,8,7
2020,7,7,10,9,8,9,9
2020,7,7,10,9,8,10,9
2020,7,7,10,9,8,89,7
2020,7,7,10,9,9,8,7
2020,7,7,10,9,9,10,7
2020,7,7,10,9,10,9,8
2020,7,7,10,9,10,89,8
2020,7,7,10,10,6,6,10
2020,7,7,10,10,6,8,4
2020,7,7,10,10,6,89,7
2020,7,7,10,10,6,89,9
2020,7,7,10,10,7,5,7
2020,7,7,10,10,7,10,7
2020,7,7,10,10,7,89,10
2020,7,7,10,10,8,7,6
2020,7,7,10,10,8,7,8
2020,7,7,10,10,8,8,8
2020,7,7,10,10,9,8,7
2020,7,7,10,10,9,9,7
2020,7,7,10,10,10,8,7
2020,7,7,89,7,7,8,8
2020,7,7,89,7,7,10,10
2020,7,7,89,10,9,8,7
2020,7,8,1,6,9,6,5
2020,7,8,2,1,8,8,8
2020,7,8,2,9,7,10,6
2020,7,8,2,9,8,8,7
2020,7,8,3,5,9,89,4
2020,7,8,3,6,7,8,7
2020,7,8,3,6,8,9,7
2020,7,8,3,7,5,7,8
2020,7,8,3,7,8,9,7
2020,7,8,3,7,10,8,7
2020,7,8,3,8,8,7,6
2020,7,8,3,8,8,8,7
2020,7,8,3,8,9,10,10
2020,7,8,3,8,9,89,6
2020,7,8,3,8,9,89,8
2020,7,8,3,8,10,9,9
2020,7,8,3,9,7,8,5
2020,7,8,3,9,7,9,9
2020,7,8,3,9,8,5,7
2020,7,8,3,9,8,8,6
2020,7,8,3,9,8,10,9
2020,7,8,3,9,9,3,5
2020,7,8,3,9,9,4,4
2020,7,8,3,10,7,9,6
2020,7,8,3,10,10,9,8
2020,7,8,4,5,7,6,89
2020,7,8,4,5,7,10,4
2020,7,8,4,5,8,6,6
2020,7,8,4,6,9,8,7
2020,7,8,4,7,5,10,8
2020,7,8,4,7,6,89,9
2020,7,8,4,7,8,8,4
2020,7,8,4,7,8,8,6
2020,7,8,4,7,8,10,7
2020,7,8,4,7,8,89,5
2020,7,8,4,7,9,10,7
2020,7,8,4,7,10,8,4
2020,7,8,4,8,4,4,5
2020,7,8,4,8,5,6,9
2020,7,8,4,8,7,4,6
2020,7,8,4,8,8,4,5
2020,7,8,4,8,8,8,6
2020,7,8,4,8,8,9,7
2020,7,8,4,8,9,9,9
2020,7,8,4,8,9,89,8
2020,7,8,4,8,10,8,6
2020,7,8,4,9,7,6,5
2020,7,8,4,9,8,9,8
2020,7,8,4,9,9,8,7
2020,7,8,4,9,89,9,5
2020,7,8,5,3,8,7,6
2020,7,8,5,5,8,8,7
2020,7,8,5,5,8,10,7
2020,7,8,5,5,9,89,7
2020,7,8,5,5,10,89,6
2020,7,8,5,6,8,7,7
2020,7,8,5,6,9,89,7
2020,7,8,5,6,10,10,5
2020,7,8,5,7,4,9,6
2020,7,8,5,7,5,8,7
2020,7,8,5,7,6,10,7
2020,7,8,5,7,7,7,3
2020,7,8,5,7,7,7,8
2020,7,8,5,7,7,7,10
2020,7,8,5,7,8,6,9
2020,7,8,5,7,8,9,9
2020,7,8,5,7,10,6,10
2020,7,8,5,7,10,9,5
2020,7,8,5,7,10,9,9
2020,7,8,5,8,5,8,8
2020,7,8,5,8,6,89,7
2020,7,8,5,8,7,5,8
2020,7,8,5,8,7,8,8
2020,7,8,5,8,8,10,5
2020,7,8,5,8,9,7,6
2020,7,8,5,8,9,7,7
2020,7,8,5,8,9,8,6
2020,7,8,5,8,9,8,7
2020,7,8,5,8,10,6,89
2020,7,8,5,8,10,8,4
2020,7,8,5,8,10,9,89
2020,7,8,5,8,10,89,6
2020,7,8,5,9,7,8,7
2020,7,8,5,9,8,7,5
2020,7,8,5,9,8,8,7
2020,7,8,5,9,8,10,5
2020,7,8,5,9,8,10,7
2020,7,8,5,9,8,89,8
2020,7,8,5,9,9,7,8
2020,7,8,5,9,9,8,6
2020,7,8,5,9,9,8,7
2020,7,8,5,9,9,8,8
2020,7,8,5,9,9,89,8
2020,7,8,5,9,10,10,6
2020,7,8,5,10,5,8,9
2020,7,8,5,10,6,89,7
2020,7,8,5,10,7,8,89
2020,7,8,5,10,7,9,8
2020,7,8,5,10,7,10,9
2020,7,8,5,10,7,89,5
2020,7,8,5,10,7,89,9
2020,7,8,5,10,8,8,5
2020,7,8,5,10,8,10,89
2020,7,8,5,10,8,89,9
2020,7,8,5,10,9,8,7
2020,7,8,6,3,7,10,6
2020,7,8,6,4,6,7,9
2020,7,8,6,4,7,8,10
2020,7,8,6,4,10,7,5
2020,7,8,6,5,8,8,10
2020,7,8,6,5,10,10,4
2020,7,8,6,6,5,7,8
2020,7,8,6,6,6,6,4
2020,7,8,6,6,7,9,7
2020,7,8,6,6,8,9,7
2020,7,8,6,7,5,7,4
2020,7,8,6,7,6,6,7
2020,7,8,6,7,6,8,8
2020,7,8,6,7,7,7,7
2020,7,8,6,7,7,8,6
2020,7,8,6,7,7,8,7
2020,7,8,6,7,7,8,10
2020,7,8,6,7,7,89,4
2020,7,8,6,7,8,8,6
2020,7,8,6,7,8,8,7
2020,7,8,6,7,8,9,6
2020,7,8,6,7,8,9,9
2020,7,8,6,7,9,7,4
2020,7,8,6,7,9,8,6
2020,7,8,6,7,10,3,8
2020,7,8,6,7,10,5,6
2020,7,8,6,7,10,7,6
2020,7,8,6,7,10,7,7
2020,7,8,6,7,10,8,4
2020,7,8,6,7,10,8,6
2020,7,8,6,7,10,8,9
2020,7,8,6,8,1,5,7
2020,7,8,6,8,5,89,6
2020,7,8,6,8,7,7,7
2020,7,8,6,8,7,7,10
2020,7,8,6,8,7,8,4
2020,7,8,6,8,7,8,6
2020,7,8,6,8,7,8,7
2020,7,8,6,8,7,8,8
2020,7,8,6,8,7,8,9
2020,7,8,6,8,7,9,8
2020,7,8,6,8,7,10,8
2020,7,8,6,8,7,89,7
2020,7,8,6,8,8,5,6
2020,7,8,6,8,8,7,7
2020,7,8,6,8,8,8,8
2020,7,8,6,8,8,8,9
2020,7,8,6,8,8,89,6
2020,7,8,6,8,8,89,7
2020,7,8,6,8,9,7,7
2020,7,8,6,8,9,9,6
2020,7,8,6,8,9,89,8
2020,7,8,6,8,10,7,9
2020,7,8,6,8,10,10,4
2020,7,8,6,9,6,8,8
2020,7,8,6,9,7,8,9
2020,7,8,6,9,8,8,4
2020,7,8,6,9,8,8,8
2020,7,8,6,9,8,9,9
2020,7,8,6,9,8,10,7
2020,7,8,6,9,9,8,9
2020,7,8,6,9,9,9,10
2020,7,8,6,9,9,10,8
2020,7,8,6,9,9,89,7
2020,7,8,6,10,4,9,4
2020,7,8,6,10,5,9,8
2020,7,8,6,10,6,89,8
2020,7,8,6,10,7,7,9
2020,7,8,6,10,7,8,6
2020,7,8,6,10,7,8,89
2020,7,8,6,10,7,9,7
2020,7,8,6,10,7,10,7
2020,7,8,6,10,8,5,4
2020,7,8,6,10,8,9,7
2020,7,8,6,10,9,8,7
2020,7,8,6,10,9,89,9
2020,7,8,7,4,5,89,8
2020,7,8,7,4,6,8,5
2020,7,8,7,4,10,8,6
2020,7,8,7,5,7,9,4
2020,7,8,7,5,8,8,6
2020,7,8,7,5,8,8,7
2020,7,8,7,5,10,8,10
2020,7,8,7,5,10,10,8
2020,7,8,7,6,3,8,7
2020,7,8,7,6,5,9,6
2020,7,8,7,6,6,7,6
2020,7,8,7,6,6,8,7
2020,7,8,7,6,7,8,8
2020,7,8,7,6,7,9,7
2020,7,8,7,6,7,10,6
2020,7,8,7,6,8,6,8
2020,7,8,7,6,8,8,9
2020,7,8,7,6,8,10,5
2020,7,8,7,6,9,7,8
2020,7,8,7,6,9,9,9
2020,7,8,7,7,4,89,5
2020,7,8,7,7,5,89,4
2020,7,8,7,7,6,5,6
2020,7,8,7,7,6,10,7
2020,7,8,7,7,7,7,7
2020,7,8,7,7,7,8,5
2020,7,8,7,7,7,8,89
2020,7,8,7,7,8,6,8
2020,7,8,7,7,8,7,6
2020,7,8,7,7,8,7,9
2020,7,8,7,7,8,8,6
2020,7,8,7,7,9,8,4
2020,7,8,7,7,9,9,7
2020,7,8,7,7,10,6,6
2020,7,8,7,7,10,89,9
2020,7,8,7,8,3,7,9
2020,7,8,7,8,3,89,4
2020,7,8,7,8,5,7,7
2020,7,8,7,8,5,8,7
2020,7,8,7,8,5,8,8
2020,7,8,7,8,6,5,6
2020,7,8,7,8,6,7,5
2020,7,8,7,8,6,7,7
2020,7,8,7,8,6,9,5
2020,7,8,7,8,6,9,7
2020,7,8,7,8,6,89,5
2020,7,8,7,8,7,9,7
2020,7,8,7,8,7,9,8
2020,7,8,7,8,7,9,9
2020,7,8,7,8,7,10,10
2020,7,8,7,8,7,89,5
2020,7,8,7,8,8,6,8
2020,7,8,7,8,8,7,5
2020,7,8,7,8,8,8,9
2020,7,8,7,8,8,9,4
2020,7,8,7,8,8,9,5
2020,7,8,7,8,8,9,6
2020,7,8,7,8,8,9,8
2020,7,8,7,8,8,9,9
2020,7,8,7,8,8,10,6
2020,7,8,7,8,8,10,7
2020,7,8,7,8,8,10,8
2020,7,8,7,8,8,89,4
2020,7,8,7,8,8,89,8
2020,7,8,7,8,8,89,9
2020,7,8,7,8,8,89,10
2020,7,8,7,8,9,6,7
2020,7,8,7,8,9,6,8
2020,7,8,7,8,9,7,8
2020,7,8,7,8,9,7,9
2020,7,8,7,8,9,8,8
2020,7,8,7,8,9,10,5
2020,7,8,7,8,10,5,7
2020,7,8,7,8,10,8,7
2020,7,8,7,8,10,9,7
2020,7,8,7,8,10,89,10
2020,7,8,7,9,1,7,5
2020,7,8,7,9,5,7,8
2020,7,8,7,9,6,5,9
2020,7,8,7,9,7,4,4
2020,7,8,7,9,7,7,10
2020,7,8,7,9,7,10,8
2020,7,8,7,9,8,5,6
2020,7,8,7,9,8,8,9
2020,7,8,7,9,8,8,10
2020,7,8,7,9,8,9,6
2020,7,8,7,9,8,89,5
2020,7,8,7,9,9,8,7
2020,7,8,7,9,9,89,7
2020,7,8,7,10,4,8,8
2020,7,8,7,10,5,10,7
2020,7,8,7,10,5,89,6
2020,7,8,7,10,6,7,89
2020,7,8,7,10,7,7,6
2020,7,8,7,10,7,7,8
2020,7,8,7,10,7,10,6
2020,7,8,7,10,8,6,4
2020,7,8,7,10,8,7,10
2020,7,8,7,10,8,8,4
2020,7,8,7,10,9,9,9
2020,7,8,7,10,10,7,7
2020,7,8,7,10,10,7,8
2020,7,8,7,10,10,10,7
2020,7,8,7,10,10,10,8
2020,7,8,7,89,8,9,7
2020,7,8,8,4,5,10,9
2020,7,8,8,4,6,9,6
2020,7,8,8,4,7,7,4
2020,7,8,8,4,7,7,8
2020,7,8,8,4,8,5,6
2020,7,8,8,4,8,8,6
2020,7,8,8,4,8,10,89
2020,7,8,8,4,9,89,7
2020,7,8,8,5,5,10,7
2020,7,8,8,5,7,8,7
2020,7,8,8,5,7,89,7
2020,7,8,8,5,7,89,10
2020,7,8,8,5,8,8,9
2020,7,8,8,5,9,8,9
2020,7,8,8,5,10,89,89
2020,7,8,8,6,5,8,7
2020,7,8,8,6,5,89,6
2020,7,8,8,6,6,8,7
2020,7,8,8,6,6,89,3
2020,7,8,8,6,7,7,6
2020,7,8,8,6,7,8,7
2020,7,8,8,6,8,5,6
2020,7,8,8,6,8,7,9
2020,7,8,8,6,8,89,5
2020,7,8,8,6,9,6,6
2020,7,8,8,6,9,9,5
2020,7,8,8,6,10,8,5
2020,7,8,8,6,10,8,7
2020,7,8,8,6,10,8,8
2020,7,8,8,6,10,9,10
2020,7,8,8,7,4,9,4
2020,7,8,8,7,4,89,7
2020,7,8,8,7,5,9,10
2020,7,8,8,7,5,10,8
2020,7,8,8,7,6,3,6
2020,7,8,8,7,6,7,9
2020,7,8,8,7,6,8,7
2020,7,8,8,7,6,10,7
2020,7,8,8,7,6,89,2
2020,7,8,8,7,7,6,8
2020,7,8,8,7,7,6,10
2020,7,8,8,7,7,7,7
2020,7,8,8,7,7,8,7
2020,7,8,8,7,7,10,6
2020,7,8,8,7,7,89,6
2020,7,8,8,7,8,8,7
2020,7,8,8,7,8,10,7
2020,7,8,8,7,8,10,8
2020,7,8,8,7,9,10,4
2020,7,8,8,7,9,10,6
2020,7,8,8,7,9,89,6
2020,7,8,8,7,9,89,7
2020,7,8,8,7,10,8,4
2020,7,8,8,7,10,8,6
2020,7,8,8,7,10,8,8
2020,7,8,8,7,10,8,9
2020,7,8,8,7,10,9,6
2020,7,8,8,8,5,10,6
2020,7,8,8,8,5,89,7
2020,7,8,8,8,6,7,8
2020,7,8,8,8,6,8,8
2020,7,8,8,8,6,8,9
2020,7,8,8,8,7,7,8
2020,7,8,8,8,7,7,10
2020,7,8,8,8,7,8,4
2020,7,8,8,8,7,8,7
2020,7,8,8,8,7,8,8
2020,7,8,8,8,7,9,7
2020,7,8,8,8,7,10,9
2020,7,8,8,8,7,10,10
2020,7,8,8,8,7,89,8
2020,7,8,8,8,8,6,4
2020,7,8,8,8,8,6,7
2020,7,8,8,8,8,7,4
2020,7,8,8,8,8,7,7
2020,7,8,8,8,8,7,10
2020,7,8,8,8,8,8,7
2020,7,8,8,8,8,8,9
2020,7,8,8,8,8,8,10
2020,7,8,8,8,8,8,89
2020,7,8,8,8,8,9,9
2020,7,8,8,8,8,89,4
2020,7,8,8,8,8,89,6
2020,7,8,8,8,8,89,7
2020,7,8,8,8,8,89,8
2020,7,8,8,8,9,8,8
2020,7,8,8,8,9,9,6
2020,7,8,8,8,9,10,4
2020,7,8,8,8,9,10,6
2020,7,8,8,8,9,89,5
2020,7,8,8,8,9,89,6
2020,7,8,8,8,9,89,7
2020,7,8,8,8,9,89,89
2020,7,8,8,8,10,6,9
2020,7,8,8,8,10,8,7
2020,7,8,8,8,10,8,8
2020,7,8,8,8,10,8,10
2020,7,8,8,8,10,9,9
2020,7,8,8,8,10,10,9
2020,7,8,8,9,5,5,8
2020,7,8,8,9,7,5,6
2020,7,8,8,9,7,8,7
2020,7,8,8,9,7,8,8
2020,7,8,8,9,7,8,9
2020,7,8,8,9,7,10,4
2020,7,8,8,9,7,10,7
2020,7,8,8,9,7,89,6
2020,7,8,8,9,8,4,5
2020,7,8,8,9,8,4,7
2020,7,8,8,9,8,5,6
2020,7,8,8,9,8,5,10
2020,7,8,8,9,8,7,9
2020,7,8,8,9,8,8,4
2020,7,8,8,9,8,8,8
2020,7,8,8,9,8,9,7
2020,7,8,8,9,8,89,7
2020,7,8,8,9,9,5,6
2020,7,8,8,9,9,7,8
2020,7,8,8,9,9,8,7
2020,7,8,8,9,9,8,8
2020,7,8,8,9,9,9,4
2020,7,8,8,9,9,9,6
2020,7,8,8,9,9,9,8
2020,7,8,8,9,9,10,4
2020,7,8,8,9,9,10,8
2020,7,8,8,9,9,89,9
2020,7,8,8,9,10,7,8
2020,7,8,8,9,10,9,5
2020,7,8,8,10,4,8,9
2020,7,8,8,10,5,5,10
2020,7,8,8,10,5,8,6
2020,7,8,8,10,5,10,7
2020,7,8,8,10,6,7,7
2020,7,8,8,10,7,6,4
2020,7,8,8,10,7,7,10
2020,7,8,8,10,7,8,3
2020,7,8,8,10,7,9,5
2020,7,8,8,10,7,10,4
2020,7,8,8,10,7,10,6
2020,7,8,8,10,7,10,9
2020,7,8,8,10,7,89,8
2020,7,8,8,10,8,4,8
2020,7,8,8,10,8,5,6
2020,7,8,8,10,8,6,8
2020,7,8,8,10,8,6,9
2020,7,8,8,10,8,7,10
2020,7,8,8,10,8,8,7
2020,7,8,8,10,8,9,8
2020,7,8,8,10,8,89,8
2020,7,8,8,10,8,89,9
2020,7,8,8,10,9,5,5
2020,7,8,8,10,9,6,6
2020,7,8,8,10,9,7,8
2020,7,8,8,10,9,8,7
2020,7,8,8,10,9,89,10
2020,7,8,8,10,10,6,5
2020,7,8,8,10,10,8,5
2020,7,8,8,10,10,8,7
2020,7,8,8,10,10,8,8
2020,7,8,8,10,10,9,7
2020,7,8,8,10,10,9,8
2020,7,8,8,10,10,9,9
2020,7,8,8,10,10,10,8
2020,7,8,8,10,10,89,7
2020,7,8,8,89,9,7,7
2020,7,8,9,4,4,9,7
2020,7,8,9,4,6,5,4
2020,7,8,9,4,6,10,8
2020,7,8,9,5,3,10,8
2020,7,8,9,5,4,8,7
2020,7,8,9,5,5,9,8
2020,7,8,9,5,6,7,8
2020,7,8,9,5,7,8,3
2020,7,8,9,5,8,10,6
2020,7,8,9,5,9,7,8
2020,7,8,9,6,4,5,5
2020,7,8,9,6,6,6,7
2020,7,8,9,6,7,10,4
2020,7,8,9,6,8,8,5
2020,7,8,9,6,8,10,9
2020,7,8,9,6,8,89,9
2020,7,8,9,6,8,89,10
2020,7,8,9,6,9,6,7
2020,7,8,9,6,9,8,10
2020,7,8,9,6,10,8,9
2020,7,8,9,6,10,8,10
2020,7,8,9,7,4,7,6
2020,7,8,9,7,5,7,10
2020,7,8,9,7,7,10,7
2020,7,8,9,7,7,89,7
2020,7,8,9,7,9,6,5
2020,7,8,9,7,10,10,8
2020,7,8,9,7,10,10,9
2020,7,8,9,7,10,10,10
2020,7,8,9,8,3,10,5
2020,7,8,9,8,5,5,9
2020,7,8,9,8,5,8,5
2020,7,8,9,8,6,5,6
2020,7,8,9,8,6,7,6
2020,7,8,9,8,7,8,6
2020,7,8,9,8,7,8,7
2020,7,8,9,8,7,8,8
2020,7,8,9,8,7,89,7
2020,7,8,9,8,8,5,5
2020,7,8,9,8,8,6,10
2020,7,8,9,8,8,10,4
2020,7,8,9,8,8,10,5
2020,7,8,9,8,8,10,7
2020,7,8,9,8,8,10,9
2020,7,8,9,8,8,89,9
2020,7,8,9,8,9,8,7
2020,7,8,9,8,9,8,9
2020,7,8,9,8,9,10,5
2020,7,8,9,8,9,10,7
2020,7,8,9,8,10,10,8
2020,7,8,9,9,3,7,7
2020,7,8,9,9,4,8,8
2020,7,8,9,9,5,8,7
2020,7,8,9,9,6,7,6
2020,7,8,9,9,7,7,7
2020,7,8,9,9,7,8,5
2020,7,8,9,9,7,8,8
2020,7,8,9,9,7,89,9
2020,7,8,9,9,8,7,5
2020,7,8,9,9,8,7,7
2020,7,8,9,9,8,8,8
2020,7,8,9,9,8,10,7
2020,7,8,9,9,8,89,4
2020,7,8,9,9,9,5,5
2020,7,8,9,9,9,8,8
2020,7,8,9,9,9,8,9
2020,7,8,9,9,9,9,9
2020,7,8,9,9,9,10,10
2020,7,8,9,9,9,89,8
2020,7,8,9,9,9,89,10
2020,7,8,9,9,10,8,7
2020,7,8,9,9,10,8,9
2020,7,8,9,9,10,9,8
2020,7,8,9,9,10,9,9
2020,7,8,9,10,4,5,5
2020,7,8,9,10,5,6,9
2020,7,8,9,10,7,8,5
2020,7,8,9,10,7,89,9
2020,7,8,9,10,8,4,10
2020,7,8,9,10,8,8,5
2020,7,8,9,10,8,10,7
2020,7,8,9,10,8,10,8
2020,7,8,9,10,9,8,7
2020,7,8,9,10,10,9,7
2020,7,8,9,10,10,89,6
2020,7,8,10,4,5,8,8
2020,7,8,10,4,7,8,8
2020,7,8,10,4,7,10,8
2020,7,8,10,4,8,7,7
2020,7,8,10,4,9,89,89
2020,7,8,10,5,5,8,10
2020,7,8,10,5,7,7,8
2020,7,8,10,5,7,8,8
2020,7,8,10,5,7,8,9
2020,7,8,10,5,9,8,9
2020,7,8,10,5,9,10,6
2020,7,8,10,5,9,89,7
2020,7,8,10,5,10,8,6
2020,7,8,10,5,10,9,4
2020,7,8,10,6,6,10,7
2020,7,8,10,6,7,4,8
2020,7,8,10,6,7,9,5
2020,7,8,10,6,7,89,4
2020,7,8,10,6,9,9,6
2020,7,8,10,6,9,9,9
2020,7,8,10,7,4,4,7
2020,7,8,10,7,6,7,8
2020,7,8,10,7,6,10,6
2020,7,8,10,7,7,8,5
2020,7,8,10,7,7,8,89
2020,7,8,10,7,7,9,6
2020,7,8,10,7,7,10,5
2020,7,8,10,7,8,8,5
2020,7,8,10,7,8,8,7
2020,7,8,10,7,8,8,9
2020,7,8,10,7,8,8,10
2020,7,8,10,7,8,89,7
2020,7,8,10,7,9,7,7
2020,7,8,10,7,9,9,7
2020,7,8,10,7,9,9,9
2020,7,8,10,7,9,10,5
2020,7,8,10,7,10,4,6
2020,7,8,10,7,10,7,6
2020,7,8,10,7,10,9,4
2020,7,8,10,7,10,9,6
2020,7,8,10,8,4,7,10
2020,7,8,10,8,5,8,4
2020,7,8,10,8,5,10,5
2020,7,8,10,8,7,5,6
2020,7,8,10,8,7,5,9
2020,7,8,10,8,7,8,7
2020,7,8,10,8,7,8,10
2020,7,8,10,8,7,9,4
2020,7,8,10,8,7,9,8
2020,7,8,10,8,8,5,6
2020,7,8,10,8,8,7,7
2020,7,8,10,8,8,8,8
2020,7,8,10,8,8,8,10
2020,7,8,10,8,8,9,6
2020,7,8,10,8,8,10,89
2020,7,8,10,8,8,89,5
2020,7,8,10,8,8,89,8
2020,7,8,10,8,8,89,10
2020,7,8,10,8,9,8,7
2020,7,8,10,8,10,7,8
2020,7,8,10,8,10,8,5
2020,7,8,10,8,10,10,10
2020,7,8,10,8,10,89,5
2020,7,8,10,9,3,4,7
2020,7,8,10,9,3,8,6
2020,7,8,10,9,4,8,5
2020,7,8,10,9,5,10,10
2020,7,8,10,9,7,8,4
2020,7,8,10,9,7,8,5
2020,7,8,10,9,7,8,6
2020,7,8,10,9,7,8,7
2020,7,8,10,9,8,4,9
2020,7,8,10,9,8,7,4
2020,7,8,10,9,8,8,3
2020,7,8,10,9,8,89,6
2020,7,8,10,9,8,89,8
2020,7,8,10,9,9,5,8
2020,7,8,10,9,9,7,7
2020,7,8,10,9,9,89,4
2020,7,8,10,9,10,8,4
2020,7,8,10,10,4,10,7
2020,7,8,10,10,4,89,7
2020,7,8,10,10,5,8,7
2020,7,8,10,10,6,7,8
2020,7,8,10,10,6,89,10
2020,7,8,10,10,7,5,7
2020,7,8,10,10,8,4,7
2020,7,8,10,10,8,6,89
2020,7,8,10,10,8,7,6
2020,7,8,10,10,8,7,8
2020,7,8,10,10,8,9,8
2020,7,8,10,10,8,10,6
2020,7,8,10,10,9,7,89
2020,7,8,10,10,9,8,9
2020,7,8,10,10,10,8,8
2020,7,8,10,10,10,10,8
2020,7,8,10,10,10,89,8
2020,7,8,89,7,5,7,6
2020,7,8,89,7,8,8,10
2020,7,8,89,8,8,7,5
2020,7,8,89,8,9,4,7
2020,7,8,89,9,8,8,5
2020,7,8,89,9,9,10,5
2020,7,8,89,9,9,89,9
2020,7,8,89,10,5,8,7
2020,7,8,89,10,10,6,8
2020,7,9,2,9,8,8,8
2020,7,9,3,6,7,6,4
2020,7,9,3,8,5,8,7
2020,7,9,3,8,6,9,10
2020,7,9,3,8,10,10,9
2020,7,9,3,9,8,8,5
